,Review,Calification
406,"Hay ocasiones en las que el profesor divaga mucho durante las clases, incluso en ocasiones yo creía que no llevaba sus clases lo suficientemente preparadas, pues se enredaba a la hora de realizar los ejercicios. Por otro lado él exige pero no da, por ejemplo debíamos hacer unos trabajos de programación con un programa llamado 'máxima', pero él asum...Leer más...",2.4
407,Sinceramente me parece que es de las mejores clases que he tenido el material de la clase en si en denso y realmente hay que poner de su parte estudiando porque si piensa que con lo que da en la clase es suficiente esta perdido puesto que la continuidad fuera de clase te hace llegar mas claro y que con facilidad le entiendas en la clase. Encontrar ...Leer más...,4
408,"A mi me pareció muy bueno, se aprende bastante y no es tan dificil pasarla, cuesta pero se puede, explica muy bien y si uno no entiende algo puede leer las notas de clase, en ellas están muchos de los ejercicios que el explica.",4
409,"Habla muy pasito, clases aburridas, explica muy lento al inicio y después mete todos los temas para el final, en los parciales se da garra, es mala gente, llega siempre impuntual, a veces cancelaba la clase una hora después de haber empezado. Muy mala profesora Cons: Impuntual
Grosera
Explica mal",1.5
410, Explica temas claramente hasta el punto en que se va a acabar el semestre y explica todo lo que falta en pocas clases. Además su actitud hacia con los estudiantes da mucho que desear. Hay que estudiarle bastante. Cons: Impuntual y no resuelve dudas,2.5
411,"No se le puede preguntar, se enoja por eso",2
412,"es una profesora temperamental y muy exigente.Cons: hay que trabajarle bastante y es muy malgeniada, ",2
413,"Es la peor profesora de cálculo diferencial que tiene la universidad nacional. Si mete con ella cancele o cambie de grupo inmediatamente.Pros: NADA!Cons: Extremadamente grosera y arrogante, insulta a los estudiantes y los menosprecia, no se deja hablar, explica muy muy mal, genera un ambiente horrible en clase",1.5
414,"No recomienda para nada esta profesora, empezando por que es super impuntual, no prepara las clases, explica super enredado, no tiene una metodologìa, la señora se le nota que sabe mucho pero no sabe es enseñar, sus parciales son super jodos asì que tiene que estudiar mucho y hacer ejercicios super enredados por que son de su estilo, no se puede pr...Leer más...",1.7
415,"La profesora explica muy bien y califica lo justo. Sin embargo a veces llegaba muy tarde a clase, y avanzaba muy despacio en temas, y al final se acumularon muy feo para el parcial final. Por otro lado, si ella se equivocaba calificando los parciales o los talleres ella no corregía la nota.Pros: Explica bienCons: Se acumulan los temas del curso",3.7
416,"Sabe explicar los temas bien aunque eso mismo la lleva a tener un gran contra que es atrasarse en los temas y que en las últimas semanas te meta todos los temas restantes o no alcances a verlos todos, calificando es dura, ya que le gusta solo como ella explicó. Siempre llega tarde a clase, participarle es complicado puesto que no sabe como tratar a los estudiantes cuando tienen dudas",3.5
417,"Cuando la vi era estudiante de maestría, los parciales son largos, pero es muy buen profesor, explica claro, se le entiende, deja talleres antes del parcial que valen el 25% Pros: Muy buen pedagogoCons: Talleres y parciales largos",5
418,"Es un muy buen profesor, prepara sus clases, pero es exigente en los parciales (el primer parcial es muy jodido y mas si no se se estudia), deja talleres no calificables y hace quices (los mismos puntos del taller) por lo cual es bueno hacerlos. A demás al final elimina los dos peores quices.Pros: 
",4
419,"Ibeth es una madre y la mejor profesora que pude tener en el semestre, los parciales los puede dejar muy altos si hace los talleres y va a monitorias. Pros: Explica muy bien, hace la clase entretenida a pesar de que son por diapositivas y ante cualquier pregunta, con manzanitas la resuelve. Cons: Nada. ",5
420,"Me gustó mucho ver con Martha mate básicas, pudo llenar huecos que me habían quedado del colegio y me gusta mucho su forma de explicar. A muchos les parece muy lento el ritmo pero personalmente a mi, una persona con una relación amor-odio con las matemáticas, me sirvió bastante. 

Los parciales son fáciles si se hacen los talleres con juicio. Hace ...Leer más...Pros: Organizada a la hora de entregar notas
Buena explicando 
ImparcialCons: Puede tener un ritmo monótono en clase
Se enfoca mucho en los detalles a la hora de calificar (procedimientos)",4.5
421,"Los parciales son fáciles siempre y cuando se hagan los talleres que ella deja.
Resuelve dudas muy bien. Anota un montón de cosas en el tableroPros: Horarios flexibles para atención
Clase amenaCons: Si se queda atrasada en un tema, lo explica muy rapido",4.7
422,"Es muy buena haciendo lo que hace. Tiene un buen sentido del humor. No pierde ni un minuto de su clase.Pros: -Resuelve dudas con gusto.
-Interactua con los estudiantesCons: -Dicta unos temas muy importantes a la velocidad de la luz y otros, que no lo son tanto, los dicta a 1 km/h",4.3
423,"Una muy buena profesor, le importa muchísimo que salgas del curso con las bases claras y es flexible con su horario de atención para que consultar algo que no esta muy claro Pros: Resuelve cualquier tipo de pregunta 
Hace quices pero se pueden dejar altos y son 3 parciales ",5
424,"Muy buena profesora, explica lento pero se asegura de que todo el mundo entienda. Responde las preguntas con gusto. Los parciales son lo justo.Pros: Explica bien
Deja talleres 
Responde preguntas Cons: A veces el ritmo es ya, muy lento ",4.9
425,"De las mejores profesoras, es clara y te explica una y otra vez hasta que entiendas, si preguntas muchas veces la misma cosa porque no entendiste te lo explica con manzanitas, es divina, una madre.
Haga los talleres completos, los parciales son duritos pero si se hacen los talleres completos, como mínimo lo pasaPros: Excelente docente
Es paciente 
Una mamá Cons: Por lo general se atrasa un poco y luego corre un montón, pero en sus horarios de atención es capaz de repetir la clase si es necesario
Parciales un poquitín duros ",5
426,"Es excelente profesora, explica bien y si a veces uno no entiende vuelve y explica con mucha tranquilidad, responde a TODAS las inquietudes que uno tenga y se preocupa porque todos entiendan.Pros: Explica hasta que uno entienda.Cons: Si uno no pregunta, ella toma los temas con rapidez,",4.5
427,"Pros: Enseña Bien
Manejo profundo de los temas
Parciales justos
Amable con los estudiantes",4.6
428,"Enseña cada tema de manera muy profunda y hace que las clases sean muy interactivas Pros: Enseña bien 
califica lo justo ",5
429,"Una de las mejores profesoras que he tenido, explica los temas con claridad y siempre está dispuesta a ayudar",5
430,"Explica los temas con mucha paciencia, dedicación y claridad. Siempre está disponible para una asesoría. Pros: Los quices y tareas son sencillos. Los parciales no son complicados pero uno se los puede echar si no está concentrado.Cons: Las clases son muy temprano :v",5
431,"Es una persona con una templanza y paciencia increibles. Explica de manera muy detallada los temas. Pros: Muy paciente.

Parciales pasables.

Aprendizaje garantizadoCons: Ninguno",5
432,"Si ven este profesor cancelen, el profesor es bastante raro y además casi nadie le entendía lo que explicaba, los talleres tenían dificultad moderada y los parciales eran de cuatro punto de los cuales tres salían de los talleres ",2.1
433,"Muy buena explicando, no se enreda y se preocupa por que se le entienda. Envia el trabajo suficiente para realizarlo y entender bien el tema. Sus parciales se hacen comodamente en el tiempo dadoPros: Explica bien
Didactica
Califica justamente",5
434,"Muy buen manejo del tema, siempre está dispuesta a responder dudas y su metodología es muy efectiva para abarcar todos los temas y explicarlos de la mejor manera.Pros: Muy puntual.",4.5
435,"Excelente profesora y excelente persona, se esfuerza mucho porque todos entiendan lo mejor posible, da tiempo para resolver dudas, prepara muy bien las clases. Toca trabajar bastante, sin embargo es bien recompensado, haciendo los talleres completos ya está listo para los parcialesPros: Excelente profesora 
Da bastante tiempo para dudas 
Es muy buena persona, y crea vínculo con sus estudiantesCons: Es un poco escuelera
Califica duro",4.8
436,"Esta profesora es un amor, se aprende porque se aprende, es muy puntual y de verdad le gusta lo que hace.",5
437,"Muy buena profesora, busca que todos entiendan y resuelve dudas, se ve que le gusta lo que hace y es muy cumplida con las notas y con los temas, es muy maternalPros: Explica muy bien
Califica rápido
Cons: Califica duro
Algo escuelera",4.6
438,"Excelente profesora. Se le nota que le gusta enseñar. Es bastante exigente, pero uno le agarra el gusto a la materia desde el primer momento. Deja bastante trabajo, pero siempre califica basándose en eso. Sus parciales y quices son súper trabajables, siempre y cuando usted haga todos los talleres. Pros: Puntual
Siempre está dispuesta a resolver dudas
Explica muy bien
Uno aprende porque aprendeCons: Exigente al calificar
Deja bastante trabajo",5
439,Explica con claridad los temas. Sería interesante verla dictando cursos de más nivel como topología general o análisis matemáticoCons: Escuelera,2
440,"Excelente profesora, explica muy bien los temas y hace coger gusto por la materia. Es divertida, dinámica y su materia es trabajable.Pros: Puntualidad
Quices semanalesCons: Escuelera",4.5
441,"Esta profesora es un amor. Es de esas personas criadas a la antigua, pero excelente ser humana y muy buena docente. Le hace coger disciplina, si usted quiere aprender y no va pasar su universidad fumando pendejadas. Rrcomendada al 100%. Además, tiene un libri muy bueno, mi mano derecha para todos los temas de matemàticas bàsicas.Pros: Excelente ser humano, buena escritora y conoce el amor de sus ciencia matemática y hasta le hace coger un poquito de cariño.Cons: Aveces tiene tintes de profesora escuelera y hay que llevarle el ritmo para entenderla bien.
",5
442,"Explica bien pero a veces no da las herramientas necesarias para resolver ejercicios de mayor nivel a los dados en clase, es muy puntual y califica suave, sin embargo muchos pierden pero es más por la complejidad de la materia que por la profesora en sí.Pros: Puntualidad
Explica bien cuando se le pide ayuda extraclase.Cons: Parciales largos
Un poco escuelera",3.5
443,"Margarita es excelente persona, también como docente. No es ideal para quienes no están acostumbrados a trabajar por montones, pero el aprendizaje es garantizado. Hace quices cada semana de ser posible, pero estos mismos ayudan a preparar el parcial, dado que los conocimientos siguen frescos. Fue una de las tantas profesoras que me a motivado a dedicar a la docencia.Pros: - Da los temas de una forma sorprendente, su metodología es perfecta y garantiza una inclusión de los muchachos de primeros semestres a la U
- Las evaluaciones van concorde a la exigencia dada en el cursoCons: - Es aveces un poco escuelera ",4.6
